id,processed_content
10311,japan act cool anger telecom disput japan sought assur foreign equiti a japanes intern telecommun compani legal limit 33 pct a post telecommun ministri offici a letter yesterday postal minist shunjiro karasawa told commerc secretari malcolm baldrig ministri object foreign particip firm express interest oppos foreign intern telecommun carrier a manag role move appear effort dampen opposit plan merger rival firm seek compet current monopoli lt kokusai denwa denshin reduc share held kdd rival cabl wireless plc lt cawl industri analyst diplomat rival firm lt intern telecom japan itj offer a stake compani firm includ gener electr lt ge ford motor lt citibank na lt cci european compani itj presid nobuo ito yesterday cabl wireless hold a 20 pct share a potenti kdd rival lt intern digit commun plan lt itoh merril lynch lt mer pacif telesi intern lt pac hold 10 pct share post telecommun ministri urg merger firm market support a singl kdd competitor reject manag particip intern common carrier cabl wireless argu intern preced a stake exist cabl wireless director corpor strategi jonathan solomon yesterday told ministri offici oppos a merger propos limit cabl wireless share pct total foreign particip 20 pct ministri offici channel firm a singl merg competitor result dilut cabl wireless share industri analyst eventu ministri combin competitor bach secur japan analyst darrel whitten polit leverag total foreign share a amount won find compani extraordinarili larg hold whitten western diplomat sourc blunt ministri don cabl wireless a reason share sort strategi reduc share fumio watanab a senior keidanren a lead busi organ offici arrang merger present a outlin propos thursday ministri offici
10313,newspap 10 pct northern star lt northern star hold britain lt newspap hold plc hold 9 99 pct enlarg issu capit appli acquir 15 9 mln share recent announc placement major investor particip previous report placement 128 9 mln share 3 75 dlr northern star a statement northern south wale region group emerg a nation media forc wake industri restructur spark news corp lt ncpa takeov herald weekli time lt hwta group hold 3 3 pct northern star current issu capit a compani offici previous report northern star rais 623 mln dlr placement a subsequ right issu 2 95 dlr a share placement 56 9 mln share a number investor 72 mln invest group lt westfield capit corp arrang northern star purchas news corp televis asset newspap radio station 842 mln dlr westfield increas stake northern star 45 pct 20 a result
10314,belgian decemb industri output fall industri product exclud construct adjust number work day fell 1 5 pct decemb year earlier level nation statist offic a sharp 16 8 pct novemb level offic product index base 1980 stood 97 3 decemb adjust 116 9 novemb 98 8 decemb 1985
10315,japanes steelmak capit spend fall kawasaki steel corp lt kaw parent compani capit spend year april 1 fall 75 billion yen 110 billion current year sumitomo metal industri lt smit capit spend drop 70 billion yen 85 billion compani plan start larg construct project link product increas come year yen appreci slow world steel demand
10318,avana defenc document forecast profit rise lt avana group plc defend a bid rank hovi mcdougal plc lt rhml rhm forecast a 3 4 mln stg rise profit 1986 87 year pretax profit rise 23 0 mln stg year april 2 1987 19 6 mln previous reach 27 5 mln 1987 88 expect share earn rise 46 9p 38 7p 51 2p 1987 88 1986 87 dividend 17 0p net a 41 6 pct increas bid rhm reject food bakeri group worth 270 mln stg rhm a 22 9 pct stake purchas accept
10319,taiwan buy 340 000 tonn maiz joint committe taiwan maiz import award contract compani shipment total 340 000 tonn maiz deliveri septemb 1 decemb 20 a committe offici unit grain corp oregon won contract suppli 110 000 tonn price 92 44 96 00 dlr tonn septemb 1 15 novemb 5 20 deliveri cargil minnesota shipment total 110 000 tonn price 93 45 94 65 dlr tonn octob 1 15 decemb 5 20 deliveri adm export minnesota receiv a 54 000 tonn cargo 93 75 dlr tonn novemb 1 15 deliveri cigra chicago won a contract suppli 33 000 tonn 96 89 dlr tonn novemb 25 decemb 10 deliveri elder grain kansa a 33 000 tonn shipment 96 06 dlr tonn decemb 1 15 deliveri shipment taiwan
10321,money market deficit forecast 700 mln stg bank england forecast a shortag 700 mln stg money market today main factor affect liquid bill matur offici hand drain 501 mln stg a rise note circul banker balanc target 285 mln stg 45 mln stg partli offset outflow exchequ transact add 120 mln stg system today
10322,japan aluminium output fall februari japanes aluminium output fell 5 298 tonn februari 7 472 januari 14 280 a year earlier preliminari intern trade industri ministri figur show output fell sharpli a year ago aluminium firm stop smelt past year due cheap import industri sourc sale end month stock tonn feb 87 jan 87 feb 86 sale 36 557 38 678 75 687 stock 53 248 56 620 127 083
10323,bank franc buy dollar yen bank sourc bank franc buy dollar yen bank sourc
10324,japan aluminium import rise februari japanes primari aluminium import rose 98 170 tonn februari 91 157 januari 94 926 a year earlier japan aluminium feder brought total import 1986 87 end march 31 1 09 mln tonn 1 25 mln a year earlier februari total includ 19 102 tonn 16 577 januari 9 933 a year ago 24 391 australia 19 585 21 208 12 611 indonesia 5 891 16 601
10328,mitsubishi motor australia make 19 mln dlr loss lt mitsubishi motor australia mmal report a 19 64 mln dlr net loss calendar 1986 a 5 80 mln dlr profit 1985 turnov 837 79 mln dlr 942 89 mln mmal 99 pct own mitsubishi motor corp lt mimt mitsubishi corp lt mitt a tight market meant fail recov 19 mln dlr cost sustain a weak australian dollar compani magna car domin market segment sale 30 500 unit 26 900 1985 total sale 64 100 15 900 addit export compon japan increas 15 mln dlr invest 1986 expand output aluminium cylind head 26 000 month 6 000 mmal import passeng car light commerci heavi vehicl sale suffer local manufactur profit erod sale substanti product capac australian car sale fell 530 000 1985 696 000 1985 mmal lift market penetr 12 1 pct 11 5 pct dividend recommend
10330,india buy 20 000 tonn rapese oil indian state trade corpor stc bought a 20 000 tonn cargo option origin rapese oil veget oil import tender yesterday trader oil june 20 juli 20 shipment 321 dlr tonn cif trader stc attempt buy cargo process palm oil price idea low export fail secur soyoil reason
10332,thai tin export fall februari thailand export 1 120 tonn tin metal februari 1 816 tonn previou month 2 140 tonn a year ago miner resourc depart major buyer month britain japan netherland west germani
10334,botswana ban zimbabw meat product agenc botswana stop import meat product zimbabw report a suspect outbreak foot mouth diseas neighbour countri botswana offici news agenc bopa announc ban night quot agricultur minist daniel kwelagob sterilis can anim product allow countri effect zimbabwean veterinari offici notifi suspect foot mouth diseas broken insiza 100 km northeast bulawayo capit cattl ranch southwestern provinc matabeleland zimbabwean offici immedi comment ban affect product uncan meat milk ham butter bacon bopa report botswana export high grade beef european commun augment local suppli meat import zimbabw
10335,alcan australia bid alcan zealand alcan australia lt al make a 39 3 mln dlr cash bid issu share lt alcan zealand 1 80 dlr a share altern 70 pct own canada alcan aluminium lt al share swap option alcan australia deputi chairman jeremi davi a statement remaind alcan zealand total issu 21 84 mln share broadli held alcan australia primarili held institut alcan nz trade 1 55 nz dlr alcan australia today end cent 1 15 dlr davi offer subject approv zealand oversea invest commiss a respons integr countri market australia zealand closer econom relat treati alcan zealand sharehold accept offer receiv final dividend 10 cent a share payabl 27 alcan australia invit zealand represent board appli list share zealand stock exchang davi
10337,bundesbank bought dollar yen frankfurt dealer bundesbank bought dollar yen frankfurt dealer
10338,essilor intern lt essi pa year end dec 31 provision consolid net attribut profit 242 1 mln franc 240 1 mln invest 318 mln 317 mln dividend ordinari share 45 franc 42 franc dividend prioriti share 51 franc 48 franc
10339,south african maiz estim call conserv south african govern maiz product estim 7 8 mln tonn current year conserv lead grain produc merchant kahn kahn pti compani a detail report estim harvest high 8 3 mln tonn forecast met ostens surplu export approxim 2 25 mln tonn paradox creat a problem maiz board kahn kahn maiz export price depress board confront necess maintain slightli increas intern price maiz offset ostens loss face export surplu amount
